tileid,tilelat1,tilelon1,tilelat2,tilelon2,lat1,lon1,lat2,lon2,user,timestamp,uuid
173467,-88.7099967541,16.5488369552,-88.7090984389,16.5496980707,16.5494639181,-88.7093129754,16.5493739297,-88.7092244625,jones_holly,2017-02-07 22:58:15.531555+00:00,0d10da42-a7a5-4a09-9821-c952c42c6906
173469,-88.7099967541,16.5496980707,-88.7090984389,16.5505591861,16.5500719814,-88.7096187472,16.5499755656,-88.7094967067,fsxfreak,2016-11-07 21:55:26.374243+00:00,77df51e7-5dbe-4b24-838c-5f9736f599ef
173469,-88.7099967541,16.5496980707,-88.7090984389,16.5505591861,16.5504602153,-88.7099500000,16.5503586575,-88.7098453939,fsxfreak,2016-11-07 21:55:26.376018+00:00,82ac97e4-ce9f-4f97-9a90-52723473333c
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5508188811,-88.7100143731,16.5507327499,-88.7099044025,Fisher_Natalie,2017-01-26 21:08:39.742732+00:00,3274c261-7089-4890-bfed-10a73480b1d0
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5507558896,-88.7100063264,16.5506401911,-88.7099084258,Fisher_Natalie,2017-01-26 21:08:39.917640+00:00,1e3d9c6a-151c-420e-842c-d8f5e730dc41
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5506967548,-88.7098896503,16.5506157658,-88.7097850442,Fisher_Natalie,2017-01-26 21:08:39.747748+00:00,3bc7e8c8-ba25-4a4e-b961-271f1ed12a16
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5509358651,-88.7091641128,16.5508600183,-88.7090528011,Fisher_Natalie,2017-01-26 21:08:40.258875+00:00,923dc5cd-81a6-49dc-9e23-e7e907d1d8fc
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5513485225,-88.7092660367,16.5512611060,-88.7091614306,Fisher_Natalie,2017-01-26 21:08:40.429265+00:00,4899f207-b61d-479b-be74-3b54a789a69f
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5505861984,-88.7098172307,16.5505154936,-88.7097340822,Fisher_Natalie,2017-01-26 21:08:39.760525+00:00,d40e1dd9-6e4e-4549-9edd-67c032d9f4fa
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5512906734,-88.7093840539,16.5511981147,-88.7092995644,Fisher_Natalie,2017-01-26 21:08:40.755272+00:00,125aa305-c61f-49f4-b299-edc7441c7d51
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5511775462,-88.7095101178,16.5510759887,-88.7094229460,Fisher_Natalie,2017-01-26 21:08:40.938392+00:00,4175bd9a-920e-43e8-91bf-ba914bb3d6aa
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5513343816,-88.7095101178,16.5512315387,-88.7094122171,Fisher_Natalie,2017-01-26 21:08:40.763567+00:00,c3892825-0da0-44ec-82d0-27e95e7b22fb
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5512238255,-88.7100385129,16.5511364090,-88.7099231780,Fisher_Natalie,2017-01-26 21:08:41.275476+00:00,104c0089-f332-423e-b510-b2cd56ad980a
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5509294374,-88.7100063264,16.5508317365,-88.7099030614,Fisher_Natalie,2017-01-26 21:08:39.762959+00:00,42f7c2f0-3329-4f4d-aaf4-c995be5dd868
173471,-88.7099967541,16.5505591861,-88.7090984389,16.5514203016,16.5508972989,-88.7099553645,16.5508034546,-88.7098319829,Fisher_Natalie,2017-01-26 21:08:39.764601+00:00,cff26def-b21e-4b99-abe5-0538128732d1
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5560008196,-88.7101015449,16.5558928372,-88.7099580467,callaghan_rachel,2017-02-13 06:58:37.545785+00:00,7e74213f-b482-4505-aff9-6e04923123e3
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5561769337,-88.7097112834,16.5561280846,-88.7096402049,callaghan_rachel,2017-02-13 06:58:37.740323+00:00,6ecda740-974d-4084-841c-c3a4975066f1
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5559892501,-88.7093652785,16.5559069778,-88.7092526257,callaghan_rachel,2017-02-13 06:58:37.746370+00:00,9553b9ff-229b-408b-b3d4-560bade59154
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5559429719,-88.7094189227,16.5558401315,-88.7093304098,callaghan_rachel,2017-02-13 06:58:37.765823+00:00,cacaa333-5f1f-43d2-b4d9-2e7e5cf3c4c3
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5563916126,-88.7092258036,16.5563157680,-88.7090876698,callaghan_rachel,2017-02-13 06:58:38.099079+00:00,f8d50460-04cf-4167-884b-33c82fcc41ac
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5563003420,-88.7096254528,16.5561640787,-88.7094806135,callaghan_rachel,2017-02-13 06:58:38.449099+00:00,202fe4f0-b446-4ab4-b2f6-ef123d37f4af
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5563491911,-88.7092123926,16.5562206408,-88.7090890110,callaghan_rachel,2017-02-13 06:58:38.280162+00:00,e0a6596b-1e8b-4673-bae4-6260dafdd792
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5564803123,-88.7095020711,16.5564006112,-88.7094216049,callaghan_rachel,2017-02-13 06:58:38.778785+00:00,6f1883ef-b91f-4a41-957c-e5e9a7f87282
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5563466201,-88.7095396221,16.5562386378,-88.7093679607,callaghan_rachel,2017-02-13 06:58:38.966849+00:00,b288a1fc-57a0-44a2-8ee4-89fee2f6914f
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5565111643,-88.7096898258,16.5564134662,-88.7095771730,callaghan_rachel,2017-02-13 06:58:39.149001+00:00,1e8395e9-176d-4d38-984e-b4b5535f6922
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5564700282,-88.7092070282,16.5563774721,-88.7090943754,callaghan_rachel,2017-02-13 06:58:39.316805+00:00,611155d9-66ff-453f-96d2-a1828205a460
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5561820757,-88.7095530331,16.5560843774,-88.7094430625,callaghan_rachel,2017-02-13 06:58:37.764255+00:00,dd81f8c3-174b-4e15-99c5-3bc03effc9b0
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5564636007,-88.7099151313,16.5563967546,-88.7098185718,callaghan_rachel,2017-02-13 06:58:39.658545+00:00,8ca5053d-778e-4c2f-a1b8-066fe5db37c4
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5561088020,-88.7095315754,16.5560175312,-88.7094108760,callaghan_rachel,2017-02-13 06:58:37.770730+00:00,d2981321-2587-4a3c-b3ce-a1bafdc05a3e
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5566217174,-88.7100814283,16.5565008803,-88.7099231780,callaghan_rachel,2017-02-13 06:58:39.994392+00:00,1c775d90-4cd3-4b2f-8e74-23b79f942519
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5564031822,-88.7097381055,16.5562527784,-88.7095932662,callaghan_rachel,2017-02-13 06:58:40.240802+00:00,ad836f6a-a28e-4e57-b065-76e2f6570c15
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5566230029,-88.7095919251,16.5564931673,-88.7094511092,callaghan_rachel,2017-02-13 06:58:40.241085+00:00,0a17603e-ff6a-42e4-9127-dc09b621c863
173482,-88.7099967541,16.5557258788,-88.7090984389,16.5565869943,16.5564121807,-88.7098802626,16.5562566349,-88.7096737325,callaghan_rachel,2017-02-13 06:58:40.577960+00:00,510e0fe7-5003-432c-9c8a-d6e666ddf0d4
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5585782391,-88.7096066773,16.5584869694,-88.7095020711,callaghan_rachel,2017-02-11 02:16:12.833162+00:00,8c13c7b2-6889-4c66-b539-42021d68922d
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5590063059,-88.7096361816,16.5588906123,-88.7095208466,callaghan_rachel,2017-02-11 02:16:13.022111+00:00,4f26a2d0-08e7-4fb6-88ef-f4f5febd0012
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5586540828,-88.7093304098,16.5585718116,-88.7092445791,callaghan_rachel,2017-02-11 02:16:13.201109+00:00,70b0e1db-5fac-4051-b2e4-37f6fae6e2f5
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5587183571,-88.7093706429,16.5586155182,-88.7092874944,callaghan_rachel,2017-02-11 02:16:13.439035+00:00,76000c22-a4e1-4563-903d-255679d32672
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5588134831,-88.7093223631,16.5587170717,-88.7092553079,callaghan_rachel,2017-02-11 02:16:13.668086+00:00,7c047f19-71ea-4b83-b49f-771c8febf843
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5588546187,-88.7092472613,16.5587389249,-88.7091399729,callaghan_rachel,2017-02-11 02:16:13.860454+00:00,fbb9f66d-4aa2-43bf-b86b-bd6bceff5cf8
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5589008961,-88.7093451619,16.5587890589,-88.7092258036,callaghan_rachel,2017-02-11 02:16:14.046895+00:00,339d9849-f478-4337-88cc-6146d6b82c2f
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5589368897,-88.7095530331,16.5588237670,-88.7094189227,callaghan_rachel,2017-02-11 02:16:14.244775+00:00,2f4f0874-91a2-4336-8ec4-8ac1f28b89c0
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5590371575,-88.7095208466,16.5589214639,-88.7093840539,callaghan_rachel,2017-02-11 02:16:14.425190+00:00,5413b393-46e1-4485-8ad1-9f229a908591
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5585975214,-88.7092700601,16.5584741146,-88.7091641128,callaghan_rachel,2017-02-11 02:16:14.624752+00:00,e94b381b-3907-433a-9994-0b03915dd79f
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5587363540,-88.7095449865,16.5586000924,-88.7093786895,callaghan_rachel,2017-02-11 02:16:14.814653+00:00,7d82ce37-c247-43a4-8756-b2968af3d4de
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5584046982,-88.7092874944,16.5582658654,-88.7091211975,callaghan_rachel,2017-02-11 02:16:14.991277+00:00,8a96ea64-3bb5-4779-a40c-6fffb73a164f
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5585075373,-88.7094162405,16.5583995562,-88.7093143165,callaghan_rachel,2017-02-11 02:16:14.634520+00:00,3b36f3ad-abc4-45e4-9067-8199a87d6aa8
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5587337830,-88.7097112834,16.5586155182,-88.7095718086,callaghan_rachel,2017-02-11 02:16:15.345369+00:00,3f9892e6-24ef-4e82-9345-af8f3508457a
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5586746506,-88.7097890675,16.5585692407,-88.7096683681,callaghan_rachel,2017-02-11 02:16:15.536202+00:00,6bd41d4c-8f2f-4780-9bda-25f9a9c31be5
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5584818275,-88.7095704675,16.5583609916,-88.7094430625,callaghan_rachel,2017-02-11 02:16:15.716222+00:00,c3cf1358-69f7-45cc-8b06-02bcf8401140
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5587132152,-88.7092445791,16.5586103763,-88.7091211975,callaghan_rachel,2017-02-11 02:16:13.442827+00:00,d0a4115a-eb70-4c68-99ee-d67fc04fe6a5
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5585743826,-88.7099955976,16.5584406919,-88.7098561227,callaghan_rachel,2017-02-11 02:16:16.040244+00:00,adffb42e-5318-42d3-bc3c-c7e406d902ad
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5586977894,-88.7100170553,16.5585769536,-88.7099178135,callaghan_rachel,2017-02-11 02:16:16.210595+00:00,a921a1f6-951e-4519-abe6-310305f2845c
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5587106442,-88.7099017203,16.5586052343,-88.7097595632,callaghan_rachel,2017-02-11 02:16:16.612298+00:00,36d69fc8-1bdd-4212-a96a-03858f5929eb
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5587826315,-88.7096254528,16.5586592248,-88.7095101178,callaghan_rachel,2017-02-11 02:16:14.818127+00:00,c46f34e8-16a8-46bb-ac19-4167188f758a
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5590294446,-88.7099620700,16.5589497446,-88.7098722160,callaghan_rachel,2017-02-11 02:16:16.850000+00:00,1e1f0daa-25b2-4257-864f-cc73bb64784c
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5591387108,-88.7094806135,16.5590217317,-88.7093572319,callaghan_rachel,2017-02-11 02:16:17.211622+00:00,2f6120cf-1e99-4ddc-93ab-92812c460efb
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5588661880,-88.7091627717,16.5587492088,-88.7090434134,callaghan_rachel,2017-02-11 02:16:17.382152+00:00,4615ee3a-92b5-443f-8313-5263e89a65de
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5591040027,-88.7097676098,16.5589805962,-88.7096174061,callaghan_rachel,2017-02-11 02:16:17.548905+00:00,7f6ce338-6708-41b0-a202-7f7c226fde7f
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5592196962,-88.7093733251,16.5590821495,-88.7092284858,callaghan_rachel,2017-02-11 02:16:17.748705+00:00,4be6f8ae-e748-479a-b446-c295b16815a8
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5584702581,-88.7100546062,16.5583507077,-88.7099017203,callaghan_rachel,2017-02-11 02:16:17.979694+00:00,92fef655-1bc7-4613-9c3c-11d55238ae4f
173488,-88.7099967541,16.5583092251,-88.7090984389,16.5591703406,16.5585165357,-88.7098561227,16.5583944143,-88.7097327411,callaghan_rachel,2017-02-11 02:16:18.188215+00:00,b162b305-4561-4071-9262-ce2ce4a27ce7
